ID,country,designation,points,price,province,region,variety,winery
7565,US,Wisdom of Wise,85,32.0,California,Placer County,Red Blend,Wise Villa
7566,US,Reserve,85,40.0,California,Santa Lucia Highlands,Pinot Noir,Bridlewood
7568,Italy,Lagone,85,15.0,Tuscany,Toscana,Red Blend,Aia Vecchia
7569,Spain,Reserva,85,24.0,Northern Spain,Rioja,Tempranillo Blend,Señorio de Valdiestro
7571,Spain,Gorgorito,85,10.0,Northern Spain,Rueda,Verdejo,Bodegas Copaboca
7573,US,Sister's Forever Unoaked,85,16.0,California,Central Coast,Chardonnay,Donati
7574,US,J.D. Hurley,85,18.0,California,Central Coast,Sauvignon Blanc,Martin Ranch
7577,US,White Label,85,49.0,California,Green Valley,Pinot Noir,Roadhouse Winery
7579,France,Domaine de Brazalem,85,14.0,Southwest France,Buzet,Bordeaux-style Red Blend,Vignerons de Buzet
7581,US,Estate Grown,85,31.0,California,Napa Valley,Pinot Noir,Markham
7583,US,Bulletproof Picasso,85,15.0,California,California,Sauvignon Blanc,Save Me San Francisco
7584,Spain,Roble,85,13.0,Levante,Jumilla,Monastrell,Torre Castillo
7585,Spain,D'Or Sierra Selection Reserva,85,16.0,Catalonia,Cava,Sparkling Blend,La Crusset
7586,US,Tailrace,85,19.0,California,Amador County,Rhône-style Red Blend,Legendre
7590,US,Southing Sea Smoke Estate Vineyard,93,60.0,California,Sta. Rita Hills,Pinot Noir,Sea Smoke
7594,US,Estate Elevage,92,39.0,California,Russian River Valley,Chardonnay,Fog Crest
7595,Italy,San Lorenzo Rosso,92,58.0,Sicily & Sardinia,Etna,Red Blend,Girolamo Russo
7597,US,Select Whole Cluster,92,150.0,Oregon,McMinnville,Pinot Noir,Hyland
7598,France,Pfersigberg Grand Cru,92,59.0,Alsace,Alsace,Gewürztraminer,Emile Beyer
7599,Italy,Cavanera Rovo delle Coturnie Rosso,92,38.0,Sicily & Sardinia,Etna,Red Blend,Firriato
7600,Italy,Figliodienneenne,92,18.0,Sicily & Sardinia,Sicilia,Red Blend,Le Casematte
7601,US,Saitone Vineyard Olivet Bench,92,45.0,California,Russian River Valley,Zinfandel,De Loach
7602,US,Cork Jumper Blanc de Noirs,92,45.0,California,Santa Maria Valley,Pinot Noir,Riverbench
7603,US,Reserve,92,32.0,California,Santa Maria Valley,Chardonnay,Rusack
7605,Italy,Feudo di Mezzo Rosso,92,40.0,Sicily & Sardinia,Etna,Red Blend,Tenuta delle Terre Nere
7608,Argentina,Finca Altamira,92,140.0,Mendoza Province,Luján de Cuyo,Malbec,Achaval-Ferrer
7609,US,Estate,92,38.0,California,Paso Robles,G-S-M,Alta Colina
7610,US,Passiflora,92,55.0,Oregon,Willamette Valley,Pinot Noir,Antiquum Farm
7611,Italy,Outis Rosso,92,40.0,Sicily & Sardinia,Etna,Red Blend,Biondi
7612,US,Gestalt Block,92,55.0,Oregon,Willamette Valley,Pinot Noir,Brittan Vineyards
7613,Italy,Deliella,92,100.0,Sicily & Sardinia,Sicilia,Nero d'Avola,Feudo Principi di Butera
7615,Spain,Valdehermoso Crianza,92,25.0,Northern Spain,Ribera del Duero,Tempranillo Blend,Valderiz
7618,US,Coury,92,60.0,Oregon,McMinnville,Pinot Noir,Hyland
7620,US,Nielson Vineyard,92,40.0,California,Santa Maria Valley,Chardonnay,Byron
7621,US,Nielson Vineyard,92,45.0,California,Santa Maria Valley,Pinot Noir,Byron
7622,US,Plural,92,40.0,California,Sonoma Coast,Pinot Noir,Alma Fria
7623,US,East Rincon,92,64.0,California,Arroyo Grande Valley,Pinot Noir,Talley
7624,US,Lot #19,92,19.0,California,Mendocino County,Pinot Noir,Tangley Oaks
7626,US,Reserve,92,45.0,Oregon,Dundee Hills,Pinot Noir,The Four Graces
7627,US,Cool Climate,92,32.0,California,Green Valley,Syrah,Ron Rubin
7628,Italy,Riserva,92,30.0,Tuscany,Vino Nobile di Montepulciano,Red Blend,Salcheto
7629,US,Christian's Reserve,92,48.0,California,Lake County,Tempranillo,Six Sigma Ranch
7630,US,Les Pierres Estate Bottled,92,42.0,California,Sonoma Coast,Chardonnay,Sonoma-Cutrer
7631,US,SP-SL Estate Vineyard,92,53.0,California,Russian River Valley,Pinot Noir,Square Peg
7633,US,Bernau Block,92,45.0,Oregon,Willamette Valley,Chardonnay,Willamette Valley Vineyards
7634,Australia,Directors' Cut,92,39.0,South Australia,Langhorne Creek,Cabernet Sauvignon,Heartland
7635,US,Cellar Select Blend,92,65.0,California,Napa Valley,Cabernet Sauvignon,Joseph Cellars
7636,Australia,Descendant,92,125.0,South Australia,Barossa Valley,Shiraz-Viognier,Torbreck
7647,US,Dach Vineyard,91,55.0,California,Anderson Valley,Chardonnay,Domaine Anderson
7648,France,Cuvée Engel,91,24.0,Alsace,Alsace,Muscat,Domaine Fernand Engel
7649,France,Turckheim,91,26.0,Alsace,Alsace,Muscat,Domaine Zind-Humbrecht
7650,Italy,Riserva,87,325.0,Tuscany,Brunello di Montalcino,Sangiovese,Argiano
7651,France,Le Charmois Premier Cru,87,40.0,Burgundy,Saint-Aubin,Chardonnay,Au Pied du Mont Chauve
7652,Italy,Guadalmare,87,13.0,Tuscany,Maremma Toscana,Red Blend,Castellani
7654,France,Vieille Vignes,87,25.0,Burgundy,Bourgogne,Pinot Noir,Château de Santenay
7655,France,Graviers,87,15.0,Loire Valley,Bourgueil,Cabernet Franc,Domaine Damien Lorieux
7660,France,1895,87,30.0,Rhône Valley,Côtes du Rhône Villages,Grenache,Château Maucoil
7661,US,Mi Pasión,87,20.0,California,Santa Barbara County,Rosé,Feliz Noche
7664,US,Pigoni Ranch,87,38.0,California,Alexander Valley,Syrah,Manzanita Creek
7666,Italy,Vallocaia Riserva,87,46.0,Tuscany,Vino Nobile di Montepulciano,Red Blend,Bindella
7667,US,Estate Bottled,87,16.0,New York,Finger Lakes,Cabernet Sauvignon,Wagner
7668,Spain,Natura Brut,87,42.0,Central Spain,La Mancha,Sparkling Blend,Alcardet
7678,France,Champ Gibault,87,28.0,Loire Valley,Coteaux du Giennois,Pinot Noir,Florian Roblin
7679,France,Les Crilles,87,28.0,Loire Valley,Sancerre,Sauvignon Blanc,Gitton Père et Fils
7682,France,Château la Moutte,89,32.0,Provence,Côtes de Provence,Rosé,Vignobles de Saint-Tropez
7684,US,Skyraider Reserve,89,60.0,Oregon,Dundee Hills,Pinot Noir,Vista Hills
7685,US,Interlude,89,28.0,Washington,Washington,Bordeaux-style Red Blend,Waters
7686,Argentina,Single Organic Vineyard,89,15.0,Mendoza Province,Mendoza,Bonarda,Caligiore
7687,Italy,Sassella,89,23.0,Lombardy,Valtellina Superiore,Nebbiolo,Rainoldi
7691,Spain,Unico,89,500.0,Northern Spain,Ribera del Duero,Tempranillo-Cabernet Sauvignon,Vega Sicilia
7693,France,Les Abeillons,89,22.0,Provence,Coteaux Varois en Provence,Rosé,Château Thuerry
7694,US,Pink Pedals,89,15.0,California,Paso Robles,Rosé,Chronic Cellars
7695,US,Barrel Select,89,48.0,California,Santa Maria Valley,Chardonnay,Cottonwood Canyon
7696,Italy,Krio,89,29.0,Sicily & Sardinia,Terre Siciliane,Syrah,Curto
7697,France,Envie de Joÿ,89,14.0,Southwest France,Côtes de Gascogne,White Blend,Domaine de Joÿ
7698,US,Rosé of,89,14.0,Oregon,Oregon,Rosé,Acrobat
7699,Italy,Vigna di Mandranova,89,20.0,Sicily & Sardinia,Sicilia,Grillo,Alessandro di Camporeale
7700,US,Fortieth Anniversary Vintage,89,34.0,California,Mt. Harlan,Viognier,Calera
7702,France,La Plaine des Maures,89,20.0,Provence,Côtes de Provence,Rosé,Château d'Astros
7703,France,Impatience,89,22.0,Provence,Côtes de Provence,Rosé,Château de Berne
7705,US,Boushey Vineyard,89,25.0,Washington,Yakima Valley,Chardonnay,Eight Bells
7707,US,Ciel du Cheval Vineyard,89,50.0,Washington,Red Mountain,Merlot,Fidelitas
7710,France,Premier Cru Brut,87,40.0,Champagne,Champagne,Champagne Blend,Aubry
7717,US,Johan Vineyards,87,35.0,Oregon,Willamette Valley,Pinot Noir,Day
7718,Spain,Via Edetana,87,18.0,Catalonia,Terra Alta,White Blend,Edetària
7721,US,La Cruz Vineyard,87,38.0,California,Sonoma Coast,Chardonnay,Keller
7722,Argentina,Primeras Viñas,87,53.0,Mendoza Province,Luján de Cuyo,Malbec,Lagarde
7725,US,The Attaché,87,40.0,Oregon,Willamette Valley,Pinot Noir,Maison L'Envoyé
7726,Italy,Peiregal,87,36.0,Piedmont,Barbera d'Alba,Barbera,Marchesi di Barolo
7728,Spain,Pazo Barrantes,87,20.0,Galicia,Rías Baixas,Albariño,Marqués de Murrieta
7732,Argentina,Premium Reserve,87,17.0,Mendoza Province,Luján de Cuyo,Cabernet Sauvignon,Piattelli
7733,Spain,Crianza,87,13.0,Northern Spain,Rioja,Tempranillo,Ramón Bilbao
7735,Argentina,La Encerrada Estate Vineyard,87,16.0,Mendoza Province,Mendoza,Malbec,Benegas
7736,Italy,Roggeri Riserva,87,70.0,Piedmont,Barolo,Nebbiolo,Ciabot Berton
7738,Italy,Sergentin,87,25.0,Piedmont,Roero,Nebbiolo,Fabrizio Battaglino
7742,France,Cuvée Rosé Brut,87,59.0,Champagne,Champagne,Champagne Blend,Tendil & Lombardi
7743,US,Reserve,87,35.0,California,Russian River Valley,Chardonnay,Windsor Oaks
7746,US,Bjornson Vineyard,87,36.0,Oregon,Eola-Amity Hills,Pinot Noir,Grochau
7747,US,Soberanes Vineyard,87,55.0,California,Santa Lucia Highlands,Pinot Noir,Bernardus
7748,Italy,Vom Stein,87,17.0,Northeastern Italy,Alto Adige,Pinot Bianco,Castelfeder
7750,US,Sorcerer's Stone,87,45.0,California,California,Red Blend,Cinnabar
7751,Italy,Movado,87,48.0,Northeastern Italy,Alto Adige,Gewürztraminer,Andriano
7755,France,Merlot/Duras,87,13.0,Southwest France,Côtes du Tarn,Red Blend,Domaine D'en Ségur
7756,US,The Immigrant,87,40.0,California,Paicines,Bordeaux-style Red Blend,Donati
7760,US,Family Vine Old Vine,87,18.0,California,Lodi,Zinfandel,Herman Walters
7762,US,Estate,87,60.0,California,Santa Cruz Mountains,Pinot Noir,Kings Mountain
7765,US,Red Hen,87,30.0,California,Napa Valley,Chardonnay,Laird
7767,Italy,Montunal,87,15.0,Lombardy,Lugana,Turbiana,Montonale
7768,US,Rock & Vine,87,17.0,California,North Coast,Chardonnay,Nine North Wine Company
7770,Argentina,The Perfect Play Pink,82,7.0,Mendoza Province,Mendoza,Moscato,Domino
7772,Argentina,Made With Organically Grown Grapes Rosé,82,12.0,Mendoza Province,Tupungato,Malbec-Cabernet Sauvignon,Domaine Jean Bousquet
7773,US,Le Sage,82,35.0,California,Dry Creek Valley,Merlot,Michel-Schlumberger
7776,US,Catamount Run,82,18.0,Virginia,Virginia,Red Blend,Naked Mountain
7777,US,Estate Club Free Run,82,18.0,Virginia,Virginia,Cabernet Sauvignon,Veramar
7778,Spain,Rosado,82,14.0,Northern Spain,Somontano,Cabernet Sauvignon,Enate
7780,US,Sweet Adeline,82,19.0,Arizona,Arizona,Riesling,Carlson Creek
7781,US,Château Reserve Méthode Champenoise Blanc de Blancs Brut,82,30.0,North Carolina,North Carolina,Chardonnay,Biltmore Estate
7782,US,Rosa Dia Estate,81,18.0,North Carolina,Yadkin Valley,Rosé,Jones von Drehle
7785,US,Girasole,81,13.0,North Carolina,Swan Creek,Rosé,Raffaldini
7789,US,Vino Signora,81,15.0,Virginia,Monticello,Traminette,Glass House
7790,France,V Douce France,81,14.0,Loire Valley,Vouvray,Chenin Blanc,Bougrier
7792,US,Ameritage Estate Club,81,18.0,Virginia,Virginia,Red Blend,Veramar
7794,Argentina,Estate Bottled,80,5.0,Mendoza Province,Mendoza,Malbec,Terrenal
7795,US,Noche Sweet Table Wine,80,17.0,Virginia,Virginia,Red Blend,Cooper Vineyards
7799,France,Le Corton,96,115.0,Burgundy,Corton,Pinot Noir,Bouchard Père & Fils
7800,US,Ciel du Cheval Vineyard,87,40.0,Washington,Red Mountain,Bordeaux-style Red Blend,:Nota Bene
7805,Italy,Vigna Spuntali,87,70.0,Tuscany,Brunello di Montalcino,Sangiovese,Val di Suga
7806,Italy,Saragio,87,32.0,Tuscany,Maremma Toscana,Sangiovese,Valdonica
7807,Spain,Hoya de Cadenas Reserva Privada,87,12.0,Levante,Utiel-Requena,Tempranillo Blend,Vicente Gandia
7811,Spain,Natura Brut,87,42.0,Central Spain,La Mancha,Sparkling Blend,Alcardet
7821,France,Champ Gibault,87,28.0,Loire Valley,Coteaux du Giennois,Pinot Noir,Florian Roblin
7822,France,Les Crilles,87,28.0,Loire Valley,Sancerre,Sauvignon Blanc,Gitton Père et Fils
7824,US,As If Serendipity,87,45.0,New York,North Fork of Long Island,White Blend,Brooklyn Oenology
7826,Italy,Ser Lapo Riserva,87,40.0,Tuscany,Chianti Classico,Red Blend,Mazzei
7827,Italy,Riserva dei Mandorli,87,58.0,Tuscany,Vino Nobile di Montepulciano,Red Blend,Romeo
7829,Italy,Barone Neri del Nero,87,21.0,Tuscany,Chianti Superiore,Red Blend,Castel Pietraio
7831,Italy,Monovitigno,88,24.0,Central Italy,Lambrusco Grasparossa di Castelvetro,Lambrusco Grasparossa,Fattoria Moretto
7833,US,The Estates,88,22.0,Washington,Ancient Lakes,Chardonnay,Milbrandt
7834,US,Reserve,88,30.0,California,Alexander Valley,Cabernet Sauvignon,Rock View
7835,US,Diosa,88,60.0,California,Paso Robles,Rhône-style Red Blend,Summerwood
7836,US,Proprietary,88,50.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Swiftwater Cellars
7840,France,Schlossberg Grand Cru,88,30.0,Alsace,Alsace,Riesling,Biecher & Schaal
7844,US,Kissin' Cousins,88,28.0,California,Paso Robles,Rhône-style White Blend,Caliza
7849,France,Cuvée Alix,88,25.0,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend,Château Plaisance
7852,US,Soul Patch Estate Grown,88,42.0,California,Russian River Valley,Syrah,Davis Family
7854,France,Cuvée Charles,88,19.0,Alsace,Alsace,Riesling,Domaine Charles Baur
7855,France,Cuvée V,88,50.0,Alsace,Alsace,Pinot Noir,René Muré
7858,US,Monarch Mine,88,25.0,California,Sierra Foothills,Syrah,Sierra Starr
7862,Italy,Bianco,87,24.0,Sicily & Sardinia,Etna,Carricante,Benanti
7864,Italy,Aegades,87,25.0,Sicily & Sardinia,Erice,Grillo,Fazio
7867,Spain,Conde Valdemar,87,24.0,Northern Spain,Rioja,Garnacha,Bodegas Valdemar
7868,US,Echo Ridge,87,10.0,California,Lodi,Sauvignon Blanc,Fetzer
7869,Italy,Grillo Parlante,87,16.0,Sicily & Sardinia,Terre Siciliane,Grillo,Feudo Antico
7874,Spain,Maceración Carbónica,87,13.0,Northern Spain,Rioja,Tempranillo,Bodegas Ontañón
7877,Spain,Monopole,87,15.0,Northern Spain,Rioja,Viura,CVNE
7878,France,Rosé de la Solitude,87,15.0,Bordeaux,Bordeaux Rosé,Rosé,Domaine de la Solitude
7879,France,Clos Rousseau Premier Cru,87,35.0,Burgundy,Santenay,Pinot Noir,Labouré-Roi
7880,US,Jesse's Vineyard,87,30.0,California,Contra Costa County,Zinfandel,Rock Wall
7882,France,Tradition,87,15.0,Alsace,Alsace,Pinot Blanc,Domaine Michel Fonne
7884,France,Vieilles Vignes,87,21.0,Alsace,Alsace,Pinot Auxerrois,Domaine Schoffit
7886,Italy,Passobianco,87,29.0,Sicily & Sardinia,Terre Siciliane,Chardonnay,Passopisciaro
7887,US,Winemaker's Reserve,87,39.0,Oregon,Umpqua Valley,Pinot Noir,Reustle
7891,US,Hybrid,85,10.0,California,Lodi,Chardonnay,Peltier
7893,France,Réserve,85,19.0,Rhône Valley,Côtes du Rhône,Rhône-style Red Blend,Château Mont-Redon
7894,US,Estate Blend,85,55.0,California,Coombsville,Cabernet Sauvignon,Blue Oak
7896,France,Cuvée Expression,85,12.0,Rhône Valley,Costières de Nîmes,Rosé,Château Beaubois
7900,France,Terrisses,85,14.0,Southwest France,Gaillac,Rosé,Domaine des Terrisses
7904,US,Virtú,85,30.0,California,Napa Valley,Semillon-Sauvignon Blanc,St. Supéry
7906,US,Black,85,75.0,California,Suisun Valley,Petit Verdot,Vellum
7907,Spain,Excelencia,85,18.0,Catalonia,Cava,Sparkling Blend,Freixenet
7908,Spain,Gran Reserva,85,14.0,Catalonia,Terra Alta,Tempranillo-Cabernet Sauvignon,Cataregia
7910,France,Pigmentum,85,12.0,Southwest France,Côtes du Lot,Rosé,Georges Vigouroux
7911,Italy,Elacaia,85,15.0,Tuscany,Toscana,Red Blend,I Veroni
7913,France,Le Moulin en Gascogne,85,11.0,Southwest France,Côtes de Gascogne,White Blend,Laudet
7917,US,Pauline's Cuvée,85,30.0,California,Napa Valley,Bordeaux-style Red Blend,Atalon
7919,Spain,Damana 5,85,16.0,Northern Spain,Ribera del Duero,Tempranillo,Bodegas y Viñedos Tábula
7921,US,Samantha's,92,30.0,California,Alexander Valley,Sauvignon Blanc,Lancaster
7922,US,Les Sommets,92,85.0,California,Napa Valley,Cabernet Sauvignon,Les Belles Collines
7923,France,Goldert Grand Cru,92,48.0,Alsace,Alsace,Gewürztraminer,Domaine Zinck
7924,France,Clos Windsbuhl Hunawihr,92,80.0,Alsace,Alsace,Pinot Gris,Domaine Zind-Humbrecht
7925,France,Schoenenbourg Grand Cru,92,40.0,Alsace,Alsace,Pinot Gris,Dopff Au Moulin
7926,Italy,Allegracore Rosso,92,28.0,Sicily & Sardinia,Etna,Red Blend,Fattorie Romeo del Castello
7927,US,Big Break Vineyard,92,30.0,California,Contra Costa County,Zinfandel,Cline
7928,France,Hengst Grand Cru,92,48.0,Alsace,Alsace,Gewürztraminer,Domaine Barmès-Buecher
7930,France,Fronholz,92,64.0,Alsace,Alsace,Gewürztraminer,Domaine Ostertag
7931,US,Utopia Vineyard,92,45.0,Oregon,Ribbon Ridge,Pinot Noir,Hayward by Folin Cellars
7932,US,J.D. Hurley,92,27.0,California,Santa Cruz Mountains,Cabernet Sauvignon,Martin Ranch
7934,Argentina,Gran Vu Blend,92,120.0,Mendoza Province,Uco Valley,Malbec-Cabernet Sauvignon,Salentein
7936,US,Passage,92,45.0,California,Paso Robles,Red Blend,Sextant
7937,US,Block 23,92,60.0,Oregon,Willamette Valley,Pinot Noir,Shea
7938,Spain,Amancio,92,145.0,Northern Spain,Rioja,Tempranillo Blend,Sierra Cantabria
7939,Italy,Bianco,92,20.0,Sicily & Sardinia,Etna,White Blend,Tenuta delle Terre Nere
7940,Italy,Musmeci Riserva,92,50.0,Sicily & Sardinia,Etna,Red Blend,Tenuta di Fessina
7942,US,AVA Series,92,50.0,Oregon,Chehalem Mountains,Pinot Noir,Willamette Valley Vineyards
7943,US,Elton,92,45.0,Oregon,Eola-Amity Hills,Chardonnay,Willamette Valley Vineyards
7945,Italy,Krasi Riserva Rosso,92,59.0,Sicily & Sardinia,Etna,Red Blend,Cantine Russo
7946,Argentina,Conjuro,92,120.0,Mendoza Province,Mendoza,Bordeaux-style Red Blend,Bressia
7950,France,Trois Châteaux 'E',91,27.0,Alsace,Alsace,Sylvaner,Kuentz-Bas
7951,US,Aatto,91,40.0,California,Adelaida District,Rhône-style Red Blend,kukkula
7952,France,Hatschbourg Grand Cru,91,35.0,Alsace,Alsace,Gewürztraminer,Joseph Cattin
7953,US,Estate Grown,91,50.0,California,Russian River Valley,Pinot Noir,Hunt & Ryde
7955,US,Straight Cab,91,64.0,California,Paso Robles,Cabernet Sauvignon,T.W. Fermentation
7956,US,Flood Family Vineyards,91,20.0,California,Santa Barbara County,Merlot,Rancho Sisquoc
7958,US,Kessler-Haak Vineyard,91,54.0,California,Sta. Rita Hills,Pinot Noir,Loring Wine Company
7959,US,Mariah Vineyard,91,29.0,California,Mendocino County,Zinfandel,Lula
7960,US,Highlands Ranch,91,28.0,California,Santa Lucia Highlands,Pinot Noir,Mignanelli
7961,US,Garys' Vineyard,91,60.0,California,Santa Lucia Highlands,Pinot Noir,Miner
7963,Australia,Finniss River Braeside Vineyard,91,35.0,South Australia,Fleurieu Peninsula,Cabernet Sauvignon,Salomon Estate
7967,US,Soul Shaker,91,66.0,California,Paso Robles,Red Blend,Ascension Cellars
7968,US,Trinity Cass Vineyard,91,56.0,California,Paso Robles,Rhône-style Red Blend,Ascension Cellars
7969,US,Stolo Vineyard,91,42.0,California,San Luis Obispo County,Pinot Noir,Baker & Brain
7970,US,Wetzel Family Estate Grown and Bottled,91,20.0,California,Alexander Valley,Syrah,Alexander Valley Vineyards
7971,US,Holtermann Vineyard,91,62.0,California,Sonoma Coast,Pinot Noir,Alma Fria
7972,US,Estate 777 Block,91,50.0,Oregon,Chehalem Mountains,Pinot Noir,Arbor Brook
7973,US,Sierra Madre,91,45.0,California,Santa Maria Valley,Pinot Noir,Byron
7974,US,Reserve,91,32.0,California,Paso Robles,Grenache,Villa San Juliette
7975,US,Hannah,91,55.0,Oregon,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
7976,US,Estate,91,30.0,Oregon,Willamette Valley,Chardonnay,Willamette Valley Vineyards
7977,US,Rued Mt. Olivet Vineyard,91,45.0,California,Russian River Valley,Pinot Noir,William Knuttel
7978,US,Cuvée,91,35.0,Oregon,Willamette Valley,Pinot Noir,Youngberg Hill Vineyards
7979,Australia,The Coppermine Road,91,65.0,South Australia,McLaren Vale,Cabernet Sauvignon,D'Arenberg
7980,Italy,Molceo Riserva,89,30.0,Lombardy,Lugana,Turbiana,Ottella
7982,US,Estate Vineyards,89,60.0,Washington,Walla Walla Valley (WA),Cabernet Sauvignon,Pepper Bridge
7983,France,Domaine la Rabiotte,89,13.0,Provence,Coteaux d'Aix-en-Provence,Rosé,Ravoire et Fils
7984,France,Domaine Saint Ferréol Les Vaunières,89,12.0,Provence,Coteaux Varois en Provence,Rosé,Ravoire et Fils
7986,US,Hunt & Gather,89,55.0,Washington,Walla Walla Valley (WA),Red Blend,Saviah
7988,US,Unorthodox,89,22.0,California,Central Coast,Rhône-style White Blend,Seven Angels
7990,US,Reserve,89,32.0,Oregon,Willamette Valley,Pinot Noir,Spindrift Cellars
7991,Italy,Mozia Fondazione Whitaker,89,22.0,Sicily & Sardinia,Sicilia,Grillo,Tasca d'Almerita
7992,Italy,Tornante,89,38.0,Southern Italy,Greco di Tufo,Greco,Vadiaperti
7994,Spain,Blanco Fermentado en Barrica,89,21.0,Northern Spain,Rioja,White Blend,Viña Otano
7997,France,Les Abeillons,89,22.0,Provence,Coteaux Varois en Provence,Rosé,Château Thuerry
7998,US,Pink Pedals,89,15.0,California,Paso Robles,Rosé,Chronic Cellars
7999,US,Barrel Select,89,48.0,California,Santa Maria Valley,Chardonnay,Cottonwood Canyon
8000,Italy,Krio,89,29.0,Sicily & Sardinia,Terre Siciliane,Syrah,Curto
8001,France,Envie de Joÿ,89,14.0,Southwest France,Côtes de Gascogne,White Blend,Domaine de Joÿ
8003,Argentina,Monteagrelo,89,27.0,Mendoza Province,Mendoza,Malbec,Bressia
8004,Spain,Privat Bruant Organic,89,33.0,Catalonia,Cava,Sparkling Blend,Alta Alella
8006,US,Small Lot,89,13.0,California,Mendocino County,Cabernet Sauvignon,Parducci
8007,US,Estate,89,22.0,New York,North Fork of Long Island,Rosé,Hound's Tree
8009,France,Classic,89,15.0,Provence,Coteaux d'Aix-en-Provence,Rosé,Château Pigoudet
8012,US,Murto Vineyard,87,48.0,Oregon,Dundee Hills,Pinot Noir,Winderlea
8015,Spain,Crianza,87,13.0,Northern Spain,Rioja,Tempranillo,Ramón Bilbao
8017,US,Estate Bottled,87,25.0,California,Anderson Valley,Pinot Noir,Husch
8018,Italy,Sergentin,87,25.0,Piedmont,Roero,Nebbiolo,Fabrizio Battaglino
8021,Argentina,Premium Reserve,87,17.0,Mendoza Province,Luján de Cuyo,Cabernet Sauvignon,Piattelli
8023,Argentina,Juana Larrea,87,14.0,Mendoza Province,Mendoza,Malbec,Larrea
8024,Italy,Sottocastello di Novello,87,56.0,Piedmont,Barolo,Nebbiolo,Le Ginestre
8025,Spain,Arienzo Crianza,87,13.0,Northern Spain,Rioja,Tempranillo Blend,Marqués de Riscal
8027,Argentina,Q,87,20.0,Mendoza Province,Valle de Uco,Cabernet Sauvignon,Zuccardi
8028,Spain,Glorioso Gran Reserva,87,36.0,Northern Spain,Rioja,Tempranillo,Bodegas Palacio
8029,Argentina,La Primera,87,22.0,Mendoza Province,Mendoza,Malbec,Revancha
8032,France,Saint-Martin,87,32.0,Burgundy,Chablis,Chardonnay,Domaine Laroche
8034,Argentina,Ique,87,11.0,Mendoza Province,Mendoza,Torrontés,Enrique Foster
8037,Italy,Bricco Paradiso,87,30.0,Piedmont,Barbera d'Asti Superiore,Barbera,Il Falchetto
8038,France,Réserve Personnelle,87,37.0,Burgundy,Pouilly-Fuissé,Chardonnay,Jean-Luc and Paul Aegerter
8039,Argentina,Terroir Series,87,17.0,Other,Salta,Torrontés,Kaiken
8041,US,Premium Limited Edition,87,25.0,California,Russian River Valley,Pinot Noir,Publix
8043,US,Aurelio's Selection,87,35.0,California,Paso Robles,Rhône-style Red Blend,Star Angel by Montes
8044,Italy,Pio II,87,16.0,Tuscany,Chianti,Sangiovese,Tenuta Santo Pietro
8047,Italy,Vigne di Sande,87,13.0,Veneto,Soave,White Blend,Villa Canestrari
8048,US,Elton,87,45.0,Oregon,Eola-Amity Hills,Chardonnay,Willamette Valley Vineyards
8049,Italy,Aristos,87,18.0,Northeastern Italy,Alto Adige Valle Isarco,Gewürztraminer,Cantina Valle Isarco
8052,France,Cuvée Sarah,87,15.0,Bordeaux,Bordeaux Supérieur,Bordeaux-style Red Blend,Château Petit-Freylon
8055,US,Fries Family Cellars,86,20.0,Oregon,Oregon,Pinot Noir,Duck Pond
8056,US,Doctor's Vineyard,86,48.0,California,Santa Lucia Highlands,Pinot Noir,Due Cani
8057,US,Trilogy,86,75.0,California,Napa Valley,Bordeaux-style Red Blend,Flora Springs
8058,US,River Ranches,86,21.0,California,Russian River Valley,Sauvignon Blanc,Geyser Peak
8060,US,Grand Reserve,86,22.0,California,Monterey-Santa Barbara,Chardonnay,Kendall-Jackson
8063,US,Rocky Draw,86,22.0,California,El Dorado,Zinfandel,Lava Cap
8067,US,Made with Organically Grown Grapes,86,33.0,California,Lake County,Chardonnay,Chacewater
8068,France,Cuvée Compostelle,86,25.0,Bordeaux,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Côte Montpezat
8070,France,Héritiers Paul Chanson,95,187.0,Burgundy,Corton Vergennes,Chardonnay,Domaine Chanson
8071,France,Clos des Cortons Faiveley,95,225.0,Burgundy,Corton-Rognet,Pinot Noir,Domaine Faiveley
8073,Spain,Malabrigo,95,90.0,Northern Spain,Ribera del Duero,Tinto Fino,Cepa 21
8075,France,Les Chirats de Saint-Christophe,95,120.0,Rhône Valley,Hermitage,Syrah,Les Vins de Vienne
8076,US,Veracity Paderewski Vineyard,95,65.0,California,Paso Robles,Grenache Blend,Epoch Estate Wines
8077,US,Les Collines,95,65.0,Washington,Walla Walla Valley (WA),Syrah,Va Piano
8085,France,Petite Chapelle Premier Cru,94,97.0,Burgundy,Gevrey-Chambertin,Pinot Noir,Domaine Rossignol-Trapet
8086,Spain,Malleolus,94,50.0,Northern Spain,Ribera del Duero,Tinto Fino,Emilio Moro
8088,Italy,Damaschito,94,33.0,Southern Italy,Aglianico del Vulture,Aglianico,Grifalco
8089,US,The Wanted,94,37.0,Washington,Columbia Valley (WA),Bordeaux-style Red Blend,Guardian
8090,US,Monte Rosso Vineyard,94,85.0,California,Sonoma Valley,Cabernet Sauvignon,Louis M. Martini
